session_id,user_id,vehicle_id,station_id,start_time,end_time,duration_min,energy_kWh,session_day,session_type
CS2665,U374,V264,S079,2024-11-21 12:17:00,2024-11-21 13:34:00,77,50.67,Weekend,Emergency
CS2666,U160,V039,S078,2024-11-06 13:37:00,2024-11-06 15:32:00,115,43.75,Weekday,Occasional
CS2667,U204,V182,S063,2024-11-25 17:46:00,2024-11-25 18:49:00,63,25.59,Weekday,Occasional
CS2668,U287,V224,S088,2024-11-04 06:51:00,2024-11-04 08:47:00,116,80.13,Weekend,Emergency
CS2669,U320,V127,S075,2024-11-07 20:26:00,2024-11-07 21:53:00,87,29.9,Weekend,Emergency
CS2670,U276,V296,S052,2024-11-26 18:50:00,2024-11-26 20:09:00,79,37.38,Weekday,Emergency
CS2671,U160,V050,S014,2024-11-01 10:33:00,2024-11-01 11:23:00,50,16.75,Weekday,Regular
CS2672,U361,V171,S021,2024-11-28 14:48:00,2024-11-28 16:02:00,74,49.18,Weekend,Occasional
CS2673,U031,V001,S069,2024-11-10 07:02:00,2024-11-10 08:02:00,60,44.94,Weekday,Occasional
CS2674,U038,V291,S017,2024-11-07 08:44:00,2024-11-07 09:49:00,65,52.4,Weekend,Regular
CS2675,U373,V400,S036,2024-11-01 07:31:00,2024-11-01 09:11:00,100,45.4,Weekday,Emergency
CS2676,U424,V174,S084,2024-11-10 20:51:00,2024-11-10 22:38:00,107,36.77,Weekday,Emergency
CS2677,U497,V137,S060,2024-11-04 17:02:00,2024-11-04 18:03:00,61,53.63,Weekday,Occasional
CS2678,U105,V326,S067,2024-11-05 21:57:00,2024-11-05 22:38:00,41,22.88,Weekday,Regular
CS2679,U021,V138,S079,2024-11-09 18:06:00,2024-11-09 18:40:00,34,19.43,Weekend,Occasional
CS2680,U283,V075,S009,2024-11-25 13:39:00,2024-11-25 15:06:00,87,61.55,Weekday,Emergency
CS2681,U355,V202,S025,2024-11-12 20:51:00,2024-11-12 21:22:00,31,12.65,Weekday,Occasional
CS2682,U269,V041,S030,2024-11-28 10:38:00,2024-11-28 11:50:00,72,29.15,Weekday,Emergency
CS2683,U263,V100,S044,2024-11-10 18:21:00,2024-11-10 19:31:00,70,40.65,Weekday,Emergency
CS2684,U478,V216,S027,2024-11-10 15:46:00,2024-11-10 16:34:00,48,16.62,Weekday,Emergency
CS2685,U122,V243,S077,2024-11-25 18:21:00,2024-11-25 19:29:00,68,31.73,Weekday,Occasional
CS2686,U164,V392,S039,2024-11-28 22:32:00,2024-11-28 23:56:00,84,23.71,Weekday,Emergency
CS2687,U377,V146,S099,2024-11-22 22:49:00,2024-11-22 23:21:00,32,28.4,Weekend,Occasional
CS2688,U260,V127,S025,2024-11-03 13:57:00,2024-11-03 15:55:00,118,35.25,Weekday,Regular
CS2689,U414,V437,S046,2024-11-07 13:40:00,2024-11-07 15:37:00,117,78.45,Weekend,Occasional
CS2690,U369,V318,S015,2024-11-04 11:27:00,2024-11-04 12:23:00,56,34.28,Weekend,Emergency
CS2691,U381,V188,S012,2024-11-10 19:35:00,2024-11-10 20:57:00,82,75.33,Weekday,Regular
CS2692,U013,V210,S004,2024-11-12 06:41:00,2024-11-12 08:25:00,104,66.11,Weekend,Occasional
CS2693,U435,V230,S044,2024-11-22 21:37:00,2024-11-22 23:11:00,94,45.42,Weekend,Regular
CS2694,U037,V398,S044,2024-11-04 10:01:00,2024-11-04 10:36:00,35,18.17,Weekend,Emergency
CS2695,U431,V017,S018,2024-11-01 12:30:00,2024-11-01 13:30:00,60,32.38,Weekend,Emergency
CS2696,U055,V037,S017,2024-11-18 14:15:00,2024-11-18 16:07:00,112,31.45,Weekday,Regular
CS2697,U390,V397,S040,2024-11-01 14:30:00,2024-11-01 15:19:00,49,27.58,Weekend,Occasional
CS2698,U046,V255,S038,2024-11-06 22:23:00,2024-11-06 23:35:00,72,50.74,Weekend,Emergency
CS2699,U482,V362,S025,2024-11-28 14:57:00,2024-11-28 16:27:00,90,29.21,Weekday,Regular
CS2700,U057,V120,S094,2024-11-12 08:56:00,2024-11-12 10:34:00,98,52.3,Weekend,Regular
CS2701,U054,V126,S096,2024-11-15 21:33:00,2024-11-15 22:48:00,75,52.38,Weekend,Occasional
CS2702,U047,V383,S096,2024-11-11 20:50:00,2024-11-11 22:21:00,91,49.41,Weekend,Emergency
CS2703,U220,V289,S014,2024-11-16 06:20:00,2024-11-16 08:18:00,118,47.24,Weekend,Regular
CS2704,U405,V444,S079,2024-11-20 11:22:00,2024-11-20 12:37:00,75,44.84,Weekend,Regular
CS2705,U087,V031,S076,2024-11-24 12:41:00,2024-11-24 14:12:00,91,58.74,Weekend,Regular
CS2706,U008,V496,S067,2024-11-22 19:25:00,2024-11-22 20:59:00,94,36.21,Weekday,Occasional
CS2707,U093,V171,S037,2024-11-20 12:30:00,2024-11-20 14:00:00,90,48.92,Weekend,Occasional
CS2708,U032,V174,S080,2024-11-24 14:23:00,2024-11-24 15:59:00,96,29.49,Weekend,Occasional
CS2709,U054,V233,S015,2024-11-28 17:49:00,2024-11-28 19:12:00,83,47.77,Weekend,Occasional
CS2710,U149,V030,S061,2024-11-04 22:48:00,2024-11-04 23:21:00,33,13.76,Weekday,Emergency
CS2711,U269,V005,S076,2024-11-09 19:00:00,2024-11-09 20:16:00,76,68.99,Weekday,Occasional
CS2712,U065,V392,S081,2024-11-23 19:29:00,2024-11-23 20:30:00,61,15.02,Weekend,Regular
CS2713,U434,V217,S062,2024-11-16 17:30:00,2024-11-16 18:08:00,38,24.24,Weekend,Emergency
CS2714,U386,V491,S046,2024-11-07 09:33:00,2024-11-07 11:00:00,87,76.3,Weekday,Regular
CS2715,U100,V029,S022,2024-11-10 18:03:00,2024-11-10 19:35:00,92,45.72,Weekday,Regular
CS2716,U448,V399,S066,2024-11-05 21:32:00,2024-11-05 22:25:00,53,33.67,Weekday,Emergency
CS2717,U394,V367,S017,2024-11-27 13:46:00,2024-11-27 15:17:00,91,36.65,Weekend,Emergency
CS2718,U012,V393,S096,2024-11-11 19:10:00,2024-11-11 19:54:00,44,15.83,Weekend,Occasional
CS2719,U106,V218,S096,2024-11-01 17:34:00,2024-11-01 19:21:00,107,35.76,Weekend,Regular
CS2720,U120,V180,S093,2024-11-11 19:01:00,2024-11-11 19:36:00,35,16.58,Weekend,Regular
CS2721,U491,V211,S078,2024-11-21 12:55:00,2024-11-21 14:47:00,112,47.86,Weekend,Emergency
CS2722,U025,V274,S033,2024-11-17 22:26:00,2024-11-17 23:13:00,47,20.72,Weekday,Occasional
CS2723,U033,V310,S014,2024-11-01 17:40:00,2024-11-01 18:42:00,62,39.67,Weekend,Occasional
CS2724,U019,V178,S021,2024-11-19 16:52:00,2024-11-19 18:11:00,79,39.75,Weekend,Emergency
CS2725,U339,V082,S068,2024-11-28 09:44:00,2024-11-28 10:30:00,46,23.23,Weekday,Emergency
CS2726,U455,V148,S050,2024-11-07 20:08:00,2024-11-07 20:51:00,43,12.42,Weekday,Occasional
CS2727,U482,V181,S047,2024-11-08 18:55:00,2024-11-08 20:10:00,75,27.78,Weekend,Emergency
CS2728,U097,V071,S002,2024-11-05 09:09:00,2024-11-05 11:01:00,112,37.4,Weekend,Regular
CS2729,U027,V449,S030,2024-11-04 18:44:00,2024-11-04 20:04:00,80,47.6,Weekend,Emergency
CS2730,U377,V034,S072,2024-11-28 10:20:00,2024-11-28 11:33:00,73,37.78,Weekend,Emergency
CS2731,U273,V284,S089,2024-11-14 20:00:00,2024-11-14 20:49:00,49,23.44,Weekend,Occasional
CS2732,U234,V217,S065,2024-11-11 15:22:00,2024-11-11 16:06:00,44,31.74,Weekend,Occasional
CS2733,U156,V008,S084,2024-11-24 16:01:00,2024-11-24 17:51:00,110,57.01,Weekend,Emergency
CS2734,U442,V481,S021,2024-11-17 15:51:00,2024-11-17 16:27:00,36,22.96,Weekday,Regular
CS2735,U456,V108,S086,2024-11-25 20:08:00,2024-11-25 21:31:00,83,36.57,Weekday,Emergency
CS2736,U468,V443,S037,2024-11-16 14:21:00,2024-11-16 16:02:00,101,44.12,Weekday,Emergency
CS2737,U454,V201,S003,2024-11-06 08:57:00,2024-11-06 10:12:00,75,23.09,Weekend,Regular
CS2738,U480,V257,S005,2024-11-11 10:00:00,2024-11-11 11:05:00,65,32.36,Weekday,Regular
CS2739,U404,V460,S092,2024-11-14 18:06:00,2024-11-14 19:54:00,108,58.65,Weekday,Regular
CS2740,U473,V482,S032,2024-11-13 15:39:00,2024-11-13 17:35:00,116,69.41,Weekday,Occasional
CS2741,U462,V305,S017,2024-11-23 11:49:00,2024-11-23 12:25:00,36,22.67,Weekday,Regular
CS2742,U056,V094,S064,2024-11-09 09:31:00,2024-11-09 10:06:00,35,24.85,Weekend,Regular
CS2743,U339,V144,S058,2024-11-05 07:30:00,2024-11-05 09:19:00,109,68.31,Weekday,Regular
CS2744,U427,V241,S048,2024-11-19 10:15:00,2024-11-19 12:08:00,113,60.66,Weekday,Regular
CS2745,U369,V270,S086,2024-11-15 12:05:00,2024-11-15 14:03:00,118,58.51,Weekend,Emergency
CS2746,U161,V154,S087,2024-11-20 16:55:00,2024-11-20 17:33:00,38,12.95,Weekend,Regular
CS2747,U459,V096,S029,2024-11-27 17:14:00,2024-11-27 19:14:00,120,87.8,Weekend,Emergency
CS2748,U327,V248,S099,2024-11-13 06:33:00,2024-11-13 07:17:00,44,16.77,Weekday,Regular
CS2749,U376,V029,S026,2024-11-15 19:08:00,2024-11-15 20:19:00,71,47.81,Weekend,Regular
CS2750,U329,V172,S065,2024-11-15 14:10:00,2024-11-15 15:20:00,70,45.9,Weekday,Regular
CS2751,U118,V128,S042,2024-11-18 18:05:00,2024-11-18 19:23:00,78,53.48,Weekend,Regular
CS2752,U038,V148,S001,2024-11-17 07:16:00,2024-11-17 08:33:00,77,25.18,Weekday,Emergency
CS2753,U293,V256,S017,2024-11-17 13:40:00,2024-11-17 14:46:00,66,48.43,Weekend,Occasional
CS2754,U258,V227,S053,2024-11-14 15:15:00,2024-11-14 15:48:00,33,14.15,Weekday,Occasional
CS2755,U271,V435,S013,2024-11-13 08:40:00,2024-11-13 10:19:00,99,38.52,Weekend,Emergency
CS2756,U440,V116,S016,2024-11-19 12:05:00,2024-11-19 12:38:00,33,20.1,Weekend,Regular
CS2757,U185,V397,S046,2024-11-02 13:54:00,2024-11-02 15:30:00,96,57.69,Weekend,Emergency
CS2758,U472,V385,S068,2024-11-09 22:23:00,2024-11-09 22:55:00,32,9.82,Weekend,Regular
CS2759,U176,V034,S045,2024-11-23 13:33:00,2024-11-23 15:06:00,93,39.28,Weekday,Regular
CS2760,U183,V498,S012,2024-11-17 14:55:00,2024-11-17 15:48:00,53,17.33,Weekend,Emergency
CS2761,U216,V303,S053,2024-11-25 07:45:00,2024-11-25 09:44:00,119,79.22,Weekday,Occasional
CS2762,U090,V421,S096,2024-11-14 14:00:00,2024-11-14 15:11:00,71,45.33,Weekend,Emergency
CS2763,U148,V347,S002,2024-11-18 10:17:00,2024-11-18 11:47:00,90,40.99,Weekend,Occasional
CS2764,U023,V316,S047,2024-11-27 15:32:00,2024-11-27 16:32:00,60,15.12,Weekday,Regular
CS2765,U406,V054,S021,2024-11-20 18:16:00,2024-11-20 19:04:00,48,32.19,Weekend,Emergency
CS2766,U036,V026,S075,2024-11-25 13:27:00,2024-11-25 14:55:00,88,69.39,Weekend,Emergency
CS2767,U351,V476,S094,2024-11-11 13:27:00,2024-11-11 14:40:00,73,43.43,Weekend,Regular
CS2768,U325,V305,S086,2024-11-11 12:05:00,2024-11-11 13:06:00,61,29.54,Weekday,Regular
CS2769,U012,V358,S057,2024-11-11 10:36:00,2024-11-11 11:57:00,81,32.99,Weekend,Regular
CS2770,U454,V222,S029,2024-11-19 16:18:00,2024-11-19 16:52:00,34,10.73,Weekend,Regular
CS2771,U127,V188,S068,2024-11-02 06:56:00,2024-11-02 08:45:00,109,78.18,Weekend,Regular
CS2772,U385,V300,S027,2024-11-22 19:52:00,2024-11-22 21:12:00,80,52.61,Weekend,Emergency
CS2773,U127,V302,S054,2024-11-22 18:03:00,2024-11-22 18:46:00,43,37.73,Weekday,Emergency
CS2774,U183,V393,S084,2024-11-06 07:50:00,2024-11-06 09:48:00,118,53.97,Weekend,Emergency
CS2775,U004,V341,S051,2024-11-27 14:43:00,2024-11-27 16:31:00,108,43.11,Weekend,Occasional
CS2776,U400,V022,S027,2024-11-15 19:00:00,2024-11-15 19:48:00,48,37.8,Weekend,Regular
CS2777,U027,V242,S016,2024-11-13 18:25:00,2024-11-13 19:24:00,59,43.37,Weekend,Regular
CS2778,U487,V494,S048,2024-11-03 16:51:00,2024-11-03 17:27:00,36,14.32,Weekend,Occasional
CS2779,U245,V321,S059,2024-11-03 08:08:00,2024-11-03 09:07:00,59,37.94,Weekend,Regular
CS2780,U477,V203,S068,2024-11-15 13:16:00,2024-11-15 14:18:00,62,40.76,Weekend,Occasional
CS2781,U322,V387,S080,2024-11-27 21:51:00,2024-11-27 23:14:00,83,52.71,Weekend,Emergency
CS2782,U210,V260,S006,2024-11-18 22:49:00,2024-11-19 00:37:00,108,87.31,Weekday,Emergency
CS2783,U246,V184,S092,2024-11-24 21:33:00,2024-11-24 23:25:00,112,67.2,Weekend,Emergency
CS2784,U079,V454,S069,2024-11-07 16:09:00,2024-11-07 17:39:00,90,39.74,Weekday,Regular
CS2785,U227,V014,S020,2024-11-03 12:40:00,2024-11-03 14:38:00,118,38.97,Weekend,Emergency
CS2786,U079,V034,S028,2024-11-16 21:15:00,2024-11-16 22:34:00,79,37.89,Weekend,Emergency
CS2787,U243,V420,S054,2024-11-20 09:44:00,2024-11-20 10:32:00,48,18.8,Weekend,Regular
CS2788,U031,V018,S011,2024-11-27 21:54:00,2024-11-27 23:35:00,101,34.87,Weekday,Regular
CS2789,U438,V058,S094,2024-11-03 13:48:00,2024-11-03 15:43:00,115,70.28,Weekday,Emergency
CS2790,U385,V071,S036,2024-11-10 21:30:00,2024-11-10 22:03:00,33,11.87,Weekend,Regular
CS2791,U211,V008,S014,2024-11-12 18:05:00,2024-11-12 19:00:00,55,34.59,Weekday,Occasional
CS2792,U438,V364,S036,2024-11-04 08:32:00,2024-11-04 10:25:00,113,33.99,Weekend,Emergency
CS2793,U049,V480,S024,2024-11-05 20:40:00,2024-11-05 21:58:00,78,28.47,Weekend,Regular
CS2794,U049,V236,S094,2024-11-24 14:05:00,2024-11-24 14:42:00,37,10.38,Weekend,Regular
CS2795,U071,V401,S020,2024-11-06 09:13:00,2024-11-06 10:50:00,97,46.74,Weekend,Emergency
CS2796,U023,V202,S092,2024-11-22 11:00:00,2024-11-22 12:39:00,99,39.79,Weekday,Occasional
CS2797,U449,V121,S027,2024-11-21 06:09:00,2024-11-21 07:55:00,106,86.02,Weekday,Emergency
CS2798,U261,V289,S026,2024-11-05 21:00:00,2024-11-05 22:15:00,75,27.41,Weekday,Emergency
CS2799,U344,V430,S082,2024-11-18 12:33:00,2024-11-18 14:27:00,114,87.94,Weekday,Regular
CS2800,U133,V218,S026,2024-11-10 18:29:00,2024-11-10 19:30:00,61,22.85,Weekend,Regular
CS2801,U174,V178,S015,2024-11-18 19:07:00,2024-11-18 20:05:00,58,28.43,Weekday,Emergency
CS2802,U284,V425,S069,2024-11-09 16:10:00,2024-11-09 18:04:00,114,51.37,Weekday,Occasional
CS2803,U139,V156,S055,2024-11-24 18:04:00,2024-11-24 19:35:00,91,52.86,Weekday,Regular
CS2804,U070,V249,S088,2024-11-11 09:03:00,2024-11-11 10:18:00,75,62.61,Weekday,Emergency
CS2805,U424,V047,S061,2024-11-09 07:18:00,2024-11-09 09:06:00,108,41.48,Weekend,Regular
CS2806,U037,V428,S083,2024-11-09 07:05:00,2024-11-09 08:45:00,100,73.56,Weekend,Regular
CS2807,U125,V414,S022,2024-11-21 15:14:00,2024-11-21 16:55:00,101,39.27,Weekday,Regular
CS2808,U269,V190,S043,2024-11-13 16:24:00,2024-11-13 17:01:00,37,13.44,Weekday,Emergency
CS2809,U327,V379,S025,2024-11-04 18:02:00,2024-11-04 18:39:00,37,29.77,Weekend,Emergency
CS2810,U116,V269,S029,2024-11-13 16:21:00,2024-11-13 17:53:00,92,26.06,Weekend,Regular
CS2811,U417,V283,S057,2024-11-04 11:48:00,2024-11-04 13:36:00,108,85.07,Weekend,Emergency
CS2812,U451,V042,S060,2024-11-19 15:33:00,2024-11-19 16:26:00,53,45.82,Weekend,Emergency
CS2813,U494,V387,S029,2024-11-14 06:31:00,2024-11-14 07:56:00,85,61.03,Weekday,Regular
CS2814,U277,V431,S033,2024-11-05 13:55:00,2024-11-05 14:32:00,37,9.5,Weekday,Emergency
CS2815,U083,V473,S032,2024-11-22 15:37:00,2024-11-22 16:32:00,55,28.87,Weekend,Regular
CS2816,U006,V334,S068,2024-11-12 21:06:00,2024-11-12 21:59:00,53,32.43,Weekday,Occasional
CS2817,U081,V359,S016,2024-11-03 17:08:00,2024-11-03 18:50:00,102,60.88,Weekend,Occasional
CS2818,U317,V229,S022,2024-11-12 07:50:00,2024-11-12 08:36:00,46,34.13,Weekday,Occasional
CS2819,U014,V114,S097,2024-11-18 10:10:00,2024-11-18 12:08:00,118,65.06,Weekend,Occasional
CS2820,U198,V120,S091,2024-11-26 09:47:00,2024-11-26 10:33:00,46,23.77,Weekday,Emergency
CS2821,U115,V158,S069,2024-11-14 21:55:00,2024-11-14 23:43:00,108,96.06,Weekend,Occasional
CS2822,U269,V269,S019,2024-11-14 11:32:00,2024-11-14 13:10:00,98,34.87,Weekend,Occasional
CS2823,U250,V214,S003,2024-11-03 08:49:00,2024-11-03 09:33:00,44,33.12,Weekday,Emergency
CS2824,U005,V115,S010,2024-11-17 08:02:00,2024-11-17 09:38:00,96,47.73,Weekday,Regular
CS2825,U100,V394,S036,2024-11-07 16:46:00,2024-11-07 17:34:00,48,29.0,Weekend,Emergency
CS2826,U273,V138,S007,2024-11-01 16:56:00,2024-11-01 18:26:00,90,52.02,Weekend,Emergency
CS2827,U114,V258,S085,2024-11-08 19:56:00,2024-11-08 20:48:00,52,20.85,Weekend,Emergency
CS2828,U053,V329,S096,2024-11-14 16:05:00,2024-11-14 16:42:00,37,27.45,Weekday,Emergency
CS2829,U005,V166,S037,2024-11-18 19:05:00,2024-11-18 20:29:00,84,23.32,Weekend,Emergency
CS2830,U460,V121,S061,2024-11-12 20:51:00,2024-11-12 21:41:00,50,32.63,Weekend,Occasional
CS2831,U304,V276,S082,2024-11-08 18:17:00,2024-11-08 19:10:00,53,20.33,Weekday,Emergency
CS2832,U380,V463,S077,2024-11-22 06:40:00,2024-11-22 08:22:00,102,68.96,Weekday,Regular
CS2833,U180,V424,S083,2024-11-05 22:33:00,2024-11-05 23:45:00,72,24.47,Weekend,Regular
CS2834,U129,V048,S019,2024-11-17 17:08:00,2024-11-17 18:38:00,90,54.7,Weekday,Regular
CS2835,U236,V268,S040,2024-11-11 22:14:00,2024-11-12 00:02:00,108,75.9,Weekend,Regular
CS2836,U478,V323,S013,2024-11-02 14:58:00,2024-11-02 16:13:00,75,52.08,Weekday,Emergency
CS2837,U299,V186,S046,2024-11-27 15:59:00,2024-11-27 16:37:00,38,24.41,Weekend,Emergency
CS2838,U455,V352,S037,2024-11-11 09:30:00,2024-11-11 11:27:00,117,95.26,Weekday,Emergency
CS2839,U426,V379,S071,2024-11-13 15:26:00,2024-11-13 16:57:00,91,70.61,Weekend,Regular
CS2840,U389,V320,S092,2024-11-20 19:00:00,2024-11-20 19:45:00,45,19.09,Weekday,Occasional
CS2841,U005,V151,S088,2024-11-15 13:41:00,2024-11-15 14:42:00,61,41.54,Weekend,Emergency
CS2842,U323,V454,S025,2024-11-06 15:02:00,2024-11-06 16:06:00,64,28.83,Weekend,Regular
CS2843,U302,V178,S075,2024-11-18 18:18:00,2024-11-18 20:16:00,118,66.93,Weekday,Emergency
CS2844,U260,V425,S068,2024-11-24 11:18:00,2024-11-24 13:15:00,117,50.38,Weekday,Occasional
CS2845,U026,V421,S033,2024-11-22 19:32:00,2024-11-22 20:25:00,53,33.95,Weekday,Emergency
CS2846,U012,V431,S039,2024-11-21 14:23:00,2024-11-21 15:21:00,58,17.86,Weekday,Occasional
CS2847,U279,V372,S092,2024-11-18 19:39:00,2024-11-18 20:21:00,42,30.52,Weekday,Emergency
CS2848,U036,V284,S095,2024-11-24 16:11:00,2024-11-24 18:06:00,115,40.43,Weekend,Emergency
CS2849,U174,V329,S057,2024-11-05 14:43:00,2024-11-05 16:15:00,92,64.71,Weekend,Occasional
CS2850,U042,V101,S029,2024-11-07 21:39:00,2024-11-07 22:10:00,31,15.55,Weekend,Regular
CS2851,U354,V218,S037,2024-11-04 13:08:00,2024-11-04 15:01:00,113,38.12,Weekday,Regular
CS2852,U093,V452,S026,2024-11-13 09:48:00,2024-11-13 11:12:00,84,54.14,Weekend,Occasional
CS2853,U129,V346,S091,2024-11-10 18:44:00,2024-11-10 20:42:00,118,80.19,Weekend,Emergency
CS2854,U382,V269,S057,2024-11-23 13:03:00,2024-11-23 14:17:00,74,20.74,Weekday,Occasional
CS2855,U476,V174,S069,2024-11-09 21:59:00,2024-11-09 22:57:00,58,16.86,Weekend,Occasional
CS2856,U014,V173,S048,2024-11-07 12:46:00,2024-11-07 14:37:00,111,35.86,Weekday,Emergency
CS2857,U101,V122,S070,2024-11-28 19:03:00,2024-11-28 20:31:00,88,55.19,Weekday,Emergency
CS2858,U368,V041,S014,2024-11-20 10:10:00,2024-11-20 11:19:00,69,20.82,Weekday,Emergency
CS2859,U094,V239,S062,2024-11-08 08:08:00,2024-11-08 09:56:00,108,72.67,Weekday,Regular
CS2860,U460,V170,S034,2024-11-04 18:53:00,2024-11-04 20:47:00,114,85.21,Weekend,Emergency
CS2861,U490,V281,S008,2024-11-27 20:36:00,2024-11-27 22:28:00,112,102.91,Weekend,Occasional
CS2862,U059,V462,S011,2024-11-04 10:04:00,2024-11-04 11:34:00,90,25.35,Weekday,Regular
CS2863,U334,V267,S084,2024-11-28 10:24:00,2024-11-28 11:57:00,93,56.16,Weekend,Regular
CS2864,U495,V267,S013,2024-11-13 08:13:00,2024-11-13 09:33:00,80,48.46,Weekday,Occasional
CS2865,U294,V107,S068,2024-11-06 14:24:00,2024-11-06 15:30:00,66,16.72,Weekday,Occasional
CS2866,U070,V084,S008,2024-11-25 20:45:00,2024-11-25 21:42:00,57,18.18,Weekend,Emergency
CS2867,U335,V460,S059,2024-11-08 11:50:00,2024-11-08 13:25:00,95,49.12,Weekday,Occasional
CS2868,U106,V020,S051,2024-11-22 10:05:00,2024-11-22 11:31:00,86,36.85,Weekend,Emergency
CS2869,U109,V386,S015,2024-11-20 08:45:00,2024-11-20 10:05:00,80,75.97,Weekday,Regular
CS2870,U285,V491,S005,2024-11-07 10:57:00,2024-11-07 12:07:00,70,52.63,Weekday,Emergency
CS2871,U002,V089,S083,2024-11-28 10:09:00,2024-11-28 11:57:00,108,77.65,Weekday,Emergency
CS2872,U048,V356,S054,2024-11-13 20:16:00,2024-11-13 20:47:00,31,21.39,Weekend,Occasional
CS2873,U246,V083,S046,2024-11-06 11:11:00,2024-11-06 12:03:00,52,34.65,Weekday,Emergency
CS2874,U103,V305,S016,2024-11-12 17:45:00,2024-11-12 19:37:00,112,65.58,Weekend,Emergency
CS2875,U356,V460,S030,2024-11-27 08:33:00,2024-11-27 10:12:00,99,70.82,Weekday,Emergency
CS2876,U338,V032,S043,2024-11-16 16:29:00,2024-11-16 17:00:00,31,10.93,Weekend,Regular
CS2877,U153,V291,S008,2024-11-17 12:32:00,2024-11-17 13:37:00,65,43.06,Weekday,Regular
CS2878,U311,V418,S017,2024-11-01 18:55:00,2024-11-01 20:19:00,84,55.42,Weekday,Regular
CS2879,U458,V241,S083,2024-11-07 20:54:00,2024-11-07 22:52:00,118,66.72,Weekday,Regular
CS2880,U262,V057,S033,2024-11-01 15:53:00,2024-11-01 17:13:00,80,22.57,Weekend,Regular
CS2881,U115,V073,S040,2024-11-24 06:37:00,2024-11-24 07:57:00,80,28.93,Weekend,Regular
CS2882,U379,V356,S016,2024-11-06 15:39:00,2024-11-06 16:41:00,62,34.43,Weekend,Occasional
CS2883,U489,V158,S044,2024-11-20 16:58:00,2024-11-20 18:57:00,119,98.8,Weekend,Emergency
CS2884,U358,V498,S057,2024-11-27 14:11:00,2024-11-27 15:17:00,66,20.47,Weekend,Occasional
CS2885,U455,V316,S054,2024-11-14 19:14:00,2024-11-14 20:04:00,50,13.1,Weekend,Regular
CS2886,U448,V297,S065,2024-11-26 15:01:00,2024-11-26 15:44:00,43,17.16,Weekend,Emergency
CS2887,U133,V142,S075,2024-11-19 17:39:00,2024-11-19 18:10:00,31,21.34,Weekday,Occasional
CS2888,U258,V319,S059,2024-11-04 19:13:00,2024-11-04 21:06:00,113,45.01,Weekend,Regular
CS2889,U224,V171,S067,2024-11-18 20:44:00,2024-11-18 22:03:00,79,50.28,Weekend,Emergency
CS2890,U478,V338,S020,2024-11-28 12:39:00,2024-11-28 13:28:00,49,31.16,Weekend,Occasional
CS2891,U179,V121,S093,2024-11-06 13:49:00,2024-11-06 15:47:00,118,94.4,Weekday,Occasional
CS2892,U246,V332,S047,2024-11-23 14:12:00,2024-11-23 15:22:00,70,18.5,Weekday,Emergency
CS2893,U481,V077,S048,2024-11-12 13:20:00,2024-11-12 14:31:00,71,36.22,Weekday,Emergency
CS2894,U293,V271,S039,2024-11-11 19:52:00,2024-11-11 21:40:00,108,84.68,Weekend,Occasional
CS2895,U087,V187,S016,2024-11-28 14:58:00,2024-11-28 15:43:00,45,22.97,Weekend,Regular
CS2896,U399,V147,S006,2024-11-17 14:17:00,2024-11-17 15:54:00,97,76.97,Weekday,Emergency
CS2897,U158,V468,S060,2024-11-18 10:16:00,2024-11-18 11:57:00,101,39.08,Weekday,Regular
CS2898,U132,V261,S096,2024-11-22 14:36:00,2024-11-22 15:51:00,75,42.45,Weekday,Emergency
CS2899,U420,V199,S020,2024-11-18 13:24:00,2024-11-18 14:44:00,80,64.94,Weekday,Occasional
CS2900,U448,V353,S009,2024-11-02 17:25:00,2024-11-02 18:43:00,78,67.73,Weekend,Occasional
CS2901,U138,V246,S100,2024-11-09 22:58:00,2024-11-10 00:37:00,99,33.57,Weekday,Emergency
CS2902,U202,V286,S026,2024-11-15 07:44:00,2024-11-15 08:47:00,63,30.29,Weekend,Occasional
CS2903,U423,V238,S073,2024-11-19 13:50:00,2024-11-19 14:28:00,38,21.14,Weekday,Occasional
CS2904,U482,V455,S021,2024-11-18 13:09:00,2024-11-18 13:56:00,47,31.1,Weekday,Occasional
CS2905,U283,V215,S098,2024-11-13 07:22:00,2024-11-13 09:19:00,117,94.58,Weekend,Occasional
CS2906,U225,V226,S048,2024-11-17 07:01:00,2024-11-17 08:21:00,80,43.48,Weekend,Emergency
CS2907,U017,V460,S049,2024-11-03 08:38:00,2024-11-03 09:26:00,48,28.9,Weekend,Regular
CS2908,U351,V369,S071,2024-11-06 11:18:00,2024-11-06 12:10:00,52,23.79,Weekend,Occasional
CS2909,U097,V299,S013,2024-11-17 13:34:00,2024-11-17 14:48:00,74,66.76,Weekday,Emergency
CS2910,U115,V254,S010,2024-11-25 16:07:00,2024-11-25 17:03:00,56,19.54,Weekend,Occasional
CS2911,U473,V212,S019,2024-11-16 22:08:00,2024-11-17 00:07:00,119,65.62,Weekday,Emergency
CS2912,U366,V187,S056,2024-11-09 20:42:00,2024-11-09 21:38:00,56,38.75,Weekday,Emergency
CS2913,U295,V491,S075,2024-11-22 07:53:00,2024-11-22 09:43:00,110,78.69,Weekday,Regular
CS2914,U077,V420,S057,2024-11-17 16:35:00,2024-11-17 18:19:00,104,43.93,Weekend,Emergency
